Type,Price,Location,Baths,Area,Beds,Lat,Lng
House,PKR53 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3,31.3837953,74.2756066
Room,PKR20 Thousand,"Gulberg, Lahore, Punjab",1,1.1 Marla,1,31.5164883,74.3499496
House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",5,5 Marla,4,31.4676379,74.3807788
Upper Portion,PKR26 Thousand,"Wapda Town, Lahore, Punjab",2,5 Marla,2,31.4311985,74.26435819999999
House,PKR24 Thousand,"Shadab Garden, Lahore, Punjab",1,4 Marla,-,31.42454639999999,74.3550817
House,PKR17 Thousand,"Ashiana-e-Quaid Housing Scheme, Lahore, Punjab",2,3 Marla,2,31.4268036,74.38440489999999
House,PKR68 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3,31.3837953,74.2756066
Upper Portion,PKR25 Thousand,"Singhpura, Lahore, Punjab",1,5 Marla,1,31.5817145,74.3653453
Upper Portion,PKR25 Thousand,"Bhogiwal Road, Lahore, Punjab",1,5 Marla,4,31.5933829,74.3684062
Upper Portion,PKR19.5 Thousand,"College Road, Lahore, Punjab",1,5 Marla,1,31.4504213,74.2981226
Flat,PKR33 Thousand,"Model Town, Lahore, Punjab",1,2 Marla,1,31.4804642,74.3239342
House,PKR65 Thousand,"Raiwind Road, Lahore, Punjab",4,5 Marla,4,31.3689001,74.2325105
Upper Portion,PKR32 Thousand,"Johar Town, Lahore, Punjab",4,5 Marla,3,31.469693,74.27284610000001
House,PKR1.6 Lakh,"Allama Iqbal Town, Lahore, Punjab",4,1.1 Kanal,11,31.512412,74.2844714
House,PKR60 Thousand,"Defence Road, Lahore, Punjab",-,6 Marla,-,31.396232,74.2319637
House,PKR30 Thousand,"Mohafiz Town, Lahore, Punjab",3,5 Marla,2,31.3920038,74.2729513
Upper Portion,PKR30 Thousand,"Samanabad, Lahore, Punjab",2,6 Marla,2,31.5335676,74.298797
House,PKR50 Thousand,"Sabzazar Scheme, Lahore, Punjab",5,8 Marla,5,31.5208886,74.2700521
Lower Portion,PKR25 Thousand,"GT Road, Lahore, Punjab",2,5 Marla,2,31.5906928,74.4403969
Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR45 Thousand,"Sadaat Town, Lahore, Punjab",3,10 Marla,2,31.4719883,74.4258157
Upper Portion,PKR60 Thousand,"College Road, Lahore, Punjab",4,1 Kanal,4,31.4504213,74.2981226
Upper Portion,PKR45 Thousand,"OPF Housing Scheme, Lahore, Punjab",2,10 Marla,2,31.4230055,74.2370076
House,PKR1.5 Lakh,"Model Town, Lahore, Punjab",4,1 Kanal,4,31.4804642,74.3239342
House,PKR1.5 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5,31.4804642,74.3239342
House,PKR1.5 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5,31.4804642,74.3239342
Upper Portion,PKR48 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,1 Kanal,3,31.3202919,74.3851379
Upper Portion,PKR32 Thousand,"Johar Town, Lahore, Punjab",1,10 Marla,2,31.469693,74.27284610000001
Lower Portion,PKR25 Thousand,"Model Town, Lahore, Punjab",2,4 Marla,1,31.4804642,74.3239342
Flat,PKR10 Thousand,"Johar Town, Lahore, Punjab",1,1 Marla,1,31.469693,74.27284610000001
Lower Portion,PKR85 Thousand,"Johar Town, Lahore, Punjab",-,1.1 Kanal,-,31.469693,74.27284610000001
Lower Portion,PKR50 Thousand,"Allama Iqbal Town, Lahore, Punjab",-,10 Marla,-,31.512412,74.2844714
Upper Portion,PKR32 Thousand,"BOR - Board of Revenue Housing Society, Lahore, Punjab",3,7 Marla,2,31.4761573,74.2990459
Room,PKR25 Thousand,"Allama Iqbal Town, Lahore, Punjab",1,5.7 Marla,1,31.512412,74.2844714
Upper Portion,PKR80 Thousand,"Johar Town, Lahore, Punjab",4,10 Marla,3,31.469693,74.27284610000001
House,PKR40 Thousand,"Raiwind Road, Lahore, Punjab",3,3 Marla,3,31.3689001,74.2325105
Room,PKR9 Thousand,"Azam Cloth Market, Lahore, Punjab",-,1.8 Marla,-,31.5203906,74.35881669999999
House,PKR16 Thousand,"OPF Housing Scheme, Lahore, Punjab",1,2 Marla,1,31.4230055,74.2370076
Upper Portion,PKR1.2 Lakh,"Cavalry Ground, Lahore, Punjab",4,1.2 Kanal,3,31.5004073,74.36607839999999
House,PKR21 Thousand,"Khayaban-e-Amin, Lahore, Punjab",-,5 Marla,-,31.3669851,74.2678169
Upper Portion,PKR85 Thousand,"Johar Town, Lahore, Punjab",-,1 Kanal,-,31.469693,74.27284610000001
Lower Portion,PKR45 Thousand,"Johar Town, Lahore, Punjab",3,10 Marla,2,31.469693,74.27284610000001
House,PKR50 Thousand,"Johar Town, Lahore, Punjab",4,4 Marla,3,31.469693,74.27284610000001
Lower Portion,PKR85 Thousand,"Johar Town, Lahore, Punjab",-,1 Kanal,-,31.469693,74.27284610000001
House,PKR1.6 Lakh,"Johar Town, Lahore, Punjab",6,1 Kanal,5,31.469693,74.27284610000001
Upper Portion,PKR45 Thousand,"Main Canal Bank Road, Lahore, Punjab",3,10 Marla,3,31.5442078,74.3501562
Room,PKR10 Thousand,"Gulberg, Lahore, Punjab",1,1.1 Marla,1,31.5164883,74.3499496
Upper Portion,PKR48 Thousand,"Johar Town, Lahore, Punjab",5,7 Marla,5,31.469693,74.27284610000001
Lower Portion,PKR85 Thousand,"Johar Town, Lahore, Punjab",-,1 Kanal,-,31.469693,74.27284610000001
House,PKR1.6 Lakh,"Johar Town, Lahore, Punjab",6,1 Kanal,5,31.469693,74.27284610000001
Upper Portion,PKR45 Thousand,"Main Canal Bank Road, Lahore, Punjab",3,10 Marla,3,31.5442078,74.3501562
Room,PKR10 Thousand,"Gulberg, Lahore, Punjab",1,1.1 Marla,1,31.5164883,74.3499496
Upper Portion,PKR48 Thousand,"Johar Town, Lahore, Punjab",5,7 Marla,5,31.469693,74.27284610000001
House,PKR40 Thousand,"GT Road, Lahore, Punjab",-,4 Marla,-,31.5906928,74.4403969
Flat,PKR40 Thousand,"Paragon City, Lahore, Punjab",2,6 Marla,2,31.5296195,74.4554936
Upper Portion,PKR60 Thousand,"Model Town, Lahore, Punjab",2,12 Marla,2,31.4804642,74.3239342
House,PKR65 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,5 Marla,3,31.3837953,74.2756066
Flat,PKR25 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,5 Marla,2,31.42424299999999,74.2524129
Flat,PKR50 Thousand,"DHA Defence, Lahore, Punjab",2,2 Marla,2,31.4676379,74.3807788
House,PKR5 Lakh,"Garden Town, Lahore, Punjab",8,2 Kanal,10,31.515509,74.3191314
Upper Portion,PKR45 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3,31.4311985,74.26435819999999
Upper Portion,PKR20 Thousand,"Gulberg, Lahore, Punjab",1,3 Marla,1,31.5164883,74.3499496
Flat,PKR30 Thousand,"Alia Town, Lahore, Punjab",2,1.6 Marla,2,31.6049401,74.3791746
Upper Portion,PKR25 Thousand,"Gulberg, Lahore, Punjab",1,6 Marla,2,31.5164883,74.3499496
Lower Portion,PKR30 Thousand,"Johar Town, Lahore, Punjab",1,5 Marla,1,31.469693,74.27284610000001
House,PKR45 Thousand,"Pak Arab Housing Society, Lahore, Punjab",3,4 Marla,2,31.431384,74.3484833
Upper Portion,PKR50 Thousand,"PASSCO Housing Society, Lahore, Punjab",-,10 Marla,-,31.4537818,74.22160099999999
Flat,PKR50 Thousand,"EME Society, Lahore, Punjab",3,6 Marla,2,31.4391744,74.2105955
House,PKR35 Thousand,"Wahdat Colony, Lahore, Punjab",2,1.7 Marla,3,31.5153461,74.3074213
Upper Portion,PKR20 Thousand,"IEP Engineers Town, Lahore, Punjab",2,10 Marla,2,31.4065037,74.29422079999999
Lower Portion,PKR20 Thousand,"GT Road, Lahore, Punjab",-,5 Marla,2,31.5906928,74.4403969
Upper Portion,PKR35 Thousand,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",2,9 Marla,2,31.4356663,74.4766288
House,PKR1.5 Lakh,"OPF Housing Scheme, Lahore, Punjab",4,1 Kanal,3,31.4230055,74.2370076
House,PKR1.6 Lakh,"Cavalry Ground, Lahore, Punjab",4,10 Marla,3,31.5004073,74.36607839999999
House,PKR45 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",3,4 Marla,3,31.42424299999999,74.2524129
House,PKR90 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",5,10 Marla,5,31.4328323,74.2487451
House,PKR32 Thousand,"Peer Colony, Lahore, Punjab",3,5 Marla,3,31.4828102,74.3658952
Upper Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR32 Thousand,"Allama Iqbal Town, Lahore, Punjab",-,6 Marla,-,31.512412,74.2844714
House,PKR52 Thousand,"Taj Bagh Scheme, Lahore, Punjab",4,6 Marla,3,31.5622136,74.4137129
House,PKR34 Thousand,"Taj Bagh Scheme, Lahore, Punjab",4,4 Marla,3,31.5622136,74.4137129
House,PKR1.6 Lakh,"New Muslim Town, Lahore, Punjab",6,1 Kanal,5,31.5115584,74.3148653
Upper Portion,PKR45 Thousand,"Cantt, Lahore, Punjab",3,5 Marla,3,31.5196113,74.388925
House,PKR1.5 Lakh,"Iqbal Avenue, Lahore, Punjab",6,1 Kanal,5,31.424639,74.1918846
House,PKR55 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2,31.469693,74.27284610000001
Upper Portion,PKR50 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,12 Marla,3,31.4328323,74.2487451
House,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,10 Marla,2,31.4328323,74.2487451
Upper Portion,PKR47 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,12 Marla,3,31.4328323,74.2487451
House,PKR1 Lakh,"State Life Housing Society, Lahore, Punjab",5,10 Marla,4,31.4429184,74.4019965
House,PKR1.5 Lakh,"Garden Town, Lahore, Punjab",-,1 Kanal,-,31.515509,74.3191314
Lower Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR23 Thousand,"Khayaban-e-Amin, Lahore, Punjab",2,5 Marla,2,31.3669851,74.2678169
Flat,PKR55 Thousand,"Defence Garden, Lahore, Punjab",4,4.8 Marla,4,31.4398298,74.3653198
Upper Portion,PKR25 Thousand,"Gulberg, Lahore, Punjab",5,5 Marla,6,31.5164883,74.3499496
Room,PKR22 Thousand,"DHA Defence, Lahore, Punjab",1,10 Marla,1,31.4676379,74.3807788
Lower Portion,PKR26 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2,31.5525146,74.3264869
Room,PKR23 Thousand,"DHA Defence, Lahore, Punjab",1,2 Marla,1,31.4676379,74.3807788
House,PKR25 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,5 Marla,2,31.3837953,74.2756066
House,PKR1.6 Lakh,"Askari, Lahore, Punjab",4,17 Marla,4,31.4942473,74.3836719
House,PKR42 Thousand,"Raiwind Road, Lahore, Punjab",3,5 Marla,3,31.3689001,74.2325105
Upper Portion,PKR50 Thousand,"HBFC Housing Society, Lahore, Punjab",3,7.8 Marla,3,31.4557579,74.41005870000001
Upper Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",3,8 Marla,3,31.3181216,74.2111003
House,PKR18 Thousand,"Bedian Road, Lahore, Punjab",2,3.5 Marla,1,31.4581407,74.4413685
Upper Portion,PKR50 Thousand,"HBFC Housing Society, Lahore, Punjab",3,1 Kanal,3,31.4557579,74.41005870000001
Flat,PKR25 Thousand,"Gulshan-e-Lahore, Lahore, Punjab",2,4 Marla,2,31.42424299999999,74.2524129
Lower Portion,PKR40 Thousand,"Gul-e-Damin, Lahore, Punjab",2,13 Marla,2,31.4255029,74.28468649999999
Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Flat,PKR26 Thousand,"Chah Miran, Lahore, Punjab",2,5 Marla,3,31.58930579999999,74.3426179
Lower Portion,PKR49 Thousand,"Bahria Town, Lahore, Punjab",1,5 Marla,1,31.3694884,74.1768412
Flat,PKR35 Thousand,"Ichhra, Lahore, Punjab",1,6.5 Marla,2,31.5313323,74.3183222
Flat,PKR22 Thousand,"Maulana Shaukat Ali Road, Lahore, Punjab",1,1.6 Marla,1,31.482463,74.2977074
House,PKR4 Lakh,"Gulberg, Lahore, Punjab",5,2 Kanal,7,31.5164883,74.3499496
House,PKR1.3 Lakh,"Tariq Gardens, Lahore, Punjab",7,10 Marla,6,31.4196459,74.2546136
Upper Portion,PKR45 Thousand,"Paragon City, Lahore, Punjab",3,10 Marla,3,31.5296195,74.4554936
House,PKR80 Thousand,"Paragon City, Lahore, Punjab",6,10 Marla,5,31.5296195,74.4554936
House,PKR50 Thousand,"Paragon City, Lahore, Punjab",3,5 Marla,3,31.5296195,74.4554936
Flat,PKR30 Thousand,"Paragon City, Lahore, Punjab",1,2.3 Marla,1,31.5296195,74.4554936
Room,PKR8 Thousand,"Faisal Town, Lahore, Punjab",1,1 Marla,1,31.4760114,74.3044879
Flat,PKR25 Thousand,"Hajvery Housing Scheme, Lahore, Punjab",2,4 Marla,2,31.5726401,74.448899
House,PKR42 Thousand,"Canal Bank Housing Scheme, Lahore, Punjab",4,5 Marla,3,31.5734116,74.415922
House,PKR82 Thousand,"Lahore Press Club Housing Scheme, Lahore, Punjab",6,10 Marla,5,31.5802017,74.4481662
Lower Portion,PKR1.3 Lakh,"Cantt, Lahore, Punjab",4,1 Kanal,3,31.5196113,74.388925
Lower Portion,PKR55 Thousand,"Bahria Orchard, Lahore, Punjab",3,8 Marla,2,31.3181216,74.2111003
Flat,PKR25 Thousand,"Hajvery Housing Scheme, Lahore, Punjab",2,4 Marla,2,31.5726401,74.448899
House,PKR42 Thousand,"Canal Bank Housing Scheme, Lahore, Punjab",4,5 Marla,3,31.5734116,74.415922
House,PKR82 Thousand,"Lahore Press Club Housing Scheme, Lahore, Punjab",6,10 Marla,5,31.5802017,74.4481662
Lower Portion,PKR1.3 Lakh,"Cantt, Lahore, Punjab",4,1 Kanal,3,31.5196113,74.388925
Lower Portion,PKR55 Thousand,"Bahria Orchard, Lahore, Punjab",3,8 Marla,2,31.3181216,74.2111003
House,PKR55 Thousand,"PIA Housing Scheme, Lahore, Punjab",3,10 Marla,3,31.4448646,74.27808550000002
House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3,31.3837953,74.2756066
Flat,PKR17 Thousand,"Central Park Housing Scheme, Lahore, Punjab",1,5 Marla,1,31.3202919,74.3851379
Upper Portion,PKR37 Thousand,"Canal Garden, Lahore, Punjab",3,10 Marla,3,31.3886132,74.17390569999999
Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Flat,PKR26 Thousand,"Valencia Housing Society, Lahore, Punjab",2,5 Marla,2,31.403247,74.25603570000001
House,PKR1.1 Lakh,"Model Town, Lahore, Punjab",5,10 Marla,4,31.4804642,74.3239342
House,PKR25 Thousand,"Rehan Garden, Lahore, Punjab",4,3 Marla,3,31.3464041,74.378559
Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
Upper Portion,PKR60 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",4,1 Kanal,4,31.4328323,74.2487451
Upper Portion,PKR27 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,5 Marla,2,31.4328323,74.2487451
Upper Portion,PKR35 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,5 Marla,3,31.4328323,74.2487451
Upper Portion,PKR40 Thousand,"Chinar Bagh, Lahore, Punjab",2,1 Kanal,2,31.3232557,74.240955
Upper Portion,PKR25 Thousand,"Samanabad, Lahore, Punjab",2,5 Marla,2,31.5335676,74.298797
Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4,31.4676379,74.3807788
Flat,PKR22 Thousand,"Bahria Town, Lahore, Punjab",1,2 Marla,1,31.3694884,74.1768412
Lower Portion,PKR60 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,3,31.3694884,74.1768412
Upper Portion,PKR60 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,1 Kanal,3,31.4328323,74.2487451
Upper Portion,PKR75 Thousand,"Cantt, Lahore, Punjab",3,12 Marla,3,31.5196113,74.388925
Flat,PKR12 Thousand,"Johar Town, Lahore, Punjab",1,2.2 Marla,1,31.469693,74.27284610000001
Lower Portion,PKR35 Thousand,"Punjab Small Industries Colony, Lahore, Punjab",3,8 Marla,3,31.4539312,74.3422513
House,PKR2.2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR30 Thousand,"Sabzazar Scheme, Lahore, Punjab",4,3 Marla,3,31.5208886,74.2700521
Lower Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,10 Marla,3,31.3837953,74.2756066
Upper Portion,PKR58 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,2,31.3694884,74.1768412
Room,PKR22 Thousand,"Model Town, Lahore, Punjab",1,1 Marla,1,31.4804642,74.3239342
Upper Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",-,10 Marla,3,31.4328323,74.2487451
Upper Portion,PKR40 Thousand,"Johar Town, Lahore, Punjab",3,12 Marla,2,31.469693,74.27284610000001
Upper Portion,PKR45 Thousand,"Muslim Town, Lahore, Punjab",2,8 Marla,2,31.5193603,74.3228206
Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR65 Thousand,"Rehmanpura (Ferozpur Road), Lahore, Punjab",4,7 Marla,6,31.5232582,74.3242797
Flat,PKR9 Thousand,"West Wood Housing Society, Lahore, Punjab",1,1 Marla,1,31.4636698,74.238617
Lower Portion,PKR20 Thousand,"Sanda Road, Lahore, Punjab",1,3 Marla,2,31.5632362,74.2920596
Room,PKR45 Thousand,"Cavalry Ground, Lahore, Punjab",1,2.3 Kanal,1,31.5004073,74.36607839999999
Upper Portion,PKR50 Thousand,"Mustafa Town, Lahore, Punjab",3,1 Kanal,3,31.4883017,74.26928389999999
Upper Portion,PKR55 Thousand,"Raiwind Road, Lahore, Punjab",2,10 Marla,2,31.3689001,74.2325105
Lower Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,10 Marla,3,31.4328323,74.2487451
House,PKR50 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3,31.3694884,74.1768412
Upper Portion,PKR19 Thousand,"Hajvery Housing Scheme, Lahore, Punjab",2,5 Marla,2,31.5726401,74.448899
Upper Portion,PKR50 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2,31.4676379,74.3807788
House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,12 Marla,3,31.4676379,74.3807788
Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3,31.4676379,74.3807788
House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5,31.4676379,74.3807788
House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",5,5 Marla,4,31.4676379,74.3807788
Flat,PKR25 Thousand,"Allama Iqbal Town, Lahore, Punjab",1,1.8 Marla,1,31.512412,74.2844714
Upper Portion,PKR55 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2,31.512412,74.2844714
House,PKR52 Thousand,"Johar Town, Lahore, Punjab",4,3.5 Marla,4,31.469693,74.27284610000001
House,PKR65 Thousand,"Gulberg, Lahore, Punjab",3,5 Marla,2,31.5164883,74.3499496
Room,PKR22 Thousand,"Johar Town, Lahore, Punjab",1,1.6 Marla,1,31.469693,74.27284610000001
Room,PKR18 Thousand,"Johar Town, Lahore, Punjab",1,1.6 Marla,1,31.469693,74.27284610000001
Upper Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2,31.3694884,74.1768412
Upper Portion,PKR16 Thousand,"Canal Garden, Lahore, Punjab",1,10 Marla,1,31.3886132,74.17390569999999
Lower Portion,PKR48 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2,31.3694884,74.1768412
House,PKR2.5 Lakh,"Model Town, Lahore, Punjab",4,1 Kanal,3,31.4804642,74.3239342
Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Flat,PKR28 Thousand,"Johar Town, Lahore, Punjab",1,1.3 Marla,1,31.469693,74.27284610000001
Room,PKR20 Thousand,"Central Park Housing Scheme, Lahore, Punjab",1,10 Marla,1,31.3202919,74.3851379
Upper Portion,PKR30 Thousand,"Samanabad, Lahore, Punjab",2,5 Marla,2,31.5335676,74.298797
Lower Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",3,10 Marla,3,31.4328323,74.2487451
Flat,PKR35 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",5,5 Marla,3,31.4328323,74.2487451
Flat,PKR22 Thousand,"College Road, Lahore, Punjab",2,5 Marla,2,31.4504213,74.2981226
Upper Portion,PKR35 Thousand,"Central Park Housing Scheme, Lahore, Punjab",4,10 Marla,3,31.3202919,74.3851379
House,PKR75 Thousand,"Central Park Housing Scheme, Lahore, Punjab",6,10 Marla,5,31.3202919,74.3851379
Lower Portion,PKR50 Thousand,"Central Park Housing Scheme, Lahore, Punjab",4,1 Kanal,3,31.3202919,74.3851379
Lower Portion,PKR35 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,10 Marla,2,31.3202919,74.3851379
Lower Portion,PKR28 Thousand,"Cavalry Ground, Lahore, Punjab",1,5 Marla,1,31.5004073,74.36607839999999
Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Flat,PKR25 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",1,4 Marla,3,31.4328323,74.2487451
Lower Portion,PKR50 Thousand,"Central Park Housing Scheme, Lahore, Punjab",4,1 Kanal,3,31.3202919,74.3851379
Lower Portion,PKR35 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,10 Marla,2,31.3202919,74.3851379
Lower Portion,PKR28 Thousand,"Cavalry Ground, Lahore, Punjab",1,5 Marla,1,31.5004073,74.36607839999999
Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
Flat,PKR25 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",1,4 Marla,3,31.4328323,74.2487451
House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
Flat,PKR37 Thousand,"Bahria Town, Lahore, Punjab",2,4 Marla,2,31.3694884,74.1768412
Upper Portion,PKR25 Thousand,"Shalimar Link Road, Lahore, Punjab",3,5 Marla,4,31.5729711,74.3811117
Upper Portion,PKR30 Thousand,"LDA Avenue, Lahore, Punjab",3,10 Marla,3,31.4153247,74.20912799999999
Lower Portion,PKR32 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1,31.469693,74.27284610000001
Lower Portion,PKR28 Thousand,"State Life Housing Society, Lahore, Punjab",2,5 Marla,1,31.4429184,74.4019965
Upper Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3,31.3694884,74.1768412
House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",4,7 Marla,4,31.4676379,74.3807788
Flat,PKR28 Thousand,"Shalimar Link Road, Lahore, Punjab",2,4 Marla,2,31.5729711,74.3811117
Room,PKR13.5 Thousand,"Allama Iqbal Town, Lahore, Punjab",1,1.3 Marla,1,31.512412,74.2844714
House,PKR1.65 Lakh,"Askari, Lahore, Punjab",5,1 Kanal,4,31.4942473,74.3836719
Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3,31.4942473,74.3836719
Upper Portion,PKR35 Thousand,"Agrics Town, Lahore, Punjab",2,1 Kanal,3,31.4406511,74.22233469999999
Lower Portion,PKR70 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3,31.4065037,74.29422079999999
House,PKR47 Thousand,"Canal Garden, Lahore, Punjab",5,5 Marla,4,31.3886132,74.17390569999999
House,PKR50 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3,31.4676379,74.3807788
Flat,PKR17 Thousand,"Khayaban-e-Amin, Lahore, Punjab",1,5 Marla,2,31.3669851,74.2678169
Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5,31.4676379,74.3807788
Upper Portion,PKR13 Thousand,"Shershah Colony - Raiwind Road, Lahore, Punjab",2,3 Marla,2,31.3582862,74.2354641
Flat,PKR17 Thousand,"Khayaban-e-Amin, Lahore, Punjab",1,5 Marla,2,31.3669851,74.2678169
Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3,31.4676379,74.3807788
House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5,31.4676379,74.3807788
Upper Portion,PKR13 Thousand,"Shershah Colony - Raiwind Road, Lahore, Punjab",2,3 Marla,2,31.3582862,74.2354641
Upper Portion,PKR12 Thousand,"Millat Road, Lahore, Punjab",2,2 Marla,2,31.5278658,74.2924213
Room,PKR25 Thousand,"Bahria Town, Lahore, Punjab",1,8 Marla,1,31.3694884,74.1768412
House,PKR34 Thousand,"Canal Garden, Lahore, Punjab",3,5 Marla,3,31.3886132,74.17390569999999
Lower Portion,PKR40 Thousand,"Canal Garden, Lahore, Punjab",2,10 Marla,2,31.3886132,74.17390569999999
Upper Portion,PKR30 Thousand,"Yasrab Colony, Lahore, Punjab",2,7 Marla,2,31.486248,74.3697439
House,PKR1.3 Lakh,"Faisal Town, Lahore, Punjab",5,11 Marla,5,31.4760114,74.3044879
Upper Portion,PKR45 Thousand,"Nasheman-e-Iqbal, Lahore, Punjab",2,10 Marla,3,31.4328323,74.2487451
House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,4,31.4676379,74.3807788
House,PKR30 Thousand,"Islampura, Lahore, Punjab",3,3 Marla,6,31.5643252,74.298621
House,PKR22 Thousand,"Rustam Park, Lahore, Punjab",2,2 Marla,3,31.5440408,74.2928457
House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,7,31.4676379,74.3807788
House,PKR1.05 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,4,31.4676379,74.3807788
